Data,ID_Transacao,Produto,Região,Quantidade,Preco_Unitario,Categoria,Receita_Total
2024-09-18,V-09-264146,Monitor 4K,Norte,4,2458.61,Eletrônicos,9834.44
2024-09-29,V-09-171933,Monitor 4K,Sudeste,9,649.81,Eletrônicos,5848.29
2024-09-18,V-09-624256,Mouse Óptico,Centro-Oeste,1,1727.34,Periféricos,1727.34
2024-09-22,V-09-528150,Laptop X1,Norte,9,2751.06,Eletrônicos,24759.54
2024-09-03,V-09-268652,Monitor 4K,Sudeste,10,1524.24,Eletrônicos,15242.4
2024-09-23,V-09-726011,Mouse Óptico,Sudeste,8,1842.16,Periféricos,14737.28
2024-09-12,V-09-210926,Fones Bluetooth,Sudeste,10,1722.29,Acessórios,17222.9
2024-09-25,V-09-230722,Webcam HD,Norte,10,1711.03,Acessórios,17110.3
2024-09-04,V-09-398687,HD Externo 2TB,Nordeste,3,42.68,Acessórios,128.04
2024-09-08,V-09-906234,Webcam HD,Sudeste,10,1377.54,Acessórios,13775.4
2024-09-24,V-09-548291,HD Externo 2TB,Sudeste,4,546.08,Acessórios,2184.32
2024-09-11,V-09-667697,Laptop X1,Centro-Oeste,5,1926.81,Eletrônicos,9634.05
2024-09-15,V-09-218163,Fones Bluetooth,Sudeste,6,1401.75,Acessórios,8410.5
2024-09-10,V-09-138248,HD Externo 2TB,Centro-Oeste,10,2754.54,Acessórios,27545.4
2024-09-30,V-09-429459,Laptop X1,Sudeste,7,464.52,Eletrônicos,3251.64
2024-09-24,V-09-206152,HD Externo 2TB,Sul,3,2207.65,Acessórios,6622.95
2024-09-08,V-09-830965,Mouse Óptico,Norte,2,608.15,Periféricos,1216.3
2024-09-12,V-09-770824,HD Externo 2TB,Nordeste,5,1207.76,Acessórios,6038.8
2024-09-24,V-09-571851,Monitor 4K,Sul,7,1994.51,Eletrônicos,13961.57
2024-09-11,V-09-653399,Laptop X1,Nordeste,4,1813.93,Eletrônicos,7255.72
2024-09-17,V-09-328094,Laptop X1,Sudeste,9,2931.46,Eletrônicos,26383.14
2024-09-23,V-09-338213,HD Externo 2TB,Centro-Oeste,4,1425.39,Acessórios,5701.56
2024-09-03,V-09-990388,Teclado Mecânico,Sudeste,2,1880.56,Periféricos,3761.12
2024-09-16,V-09-817396,Laptop X1,Norte,5,270.93,Eletrônicos,1354.65
2024-09-03,V-09-230307,HD Externo 2TB,Norte,5,988.57,Acessórios,4942.85
2024-09-22,V-09-155951,HD Externo 2TB,Sudeste,3,755.98,Acessórios,2267.94
2024-09-07,V-09-804818,Laptop X1,Nordeste,1,2223.91,Eletrônicos,2223.91
2024-09-09,V-09-172066,Laptop X1,Centro-Oeste,4,805.13,Eletrônicos,3220.52
2024-09-14,V-09-747452,Fones Bluetooth,Centro-Oeste,6,3088.83,Acessórios,18532.98
2024-09-27,V-09-756307,Monitor 4K,Centro-Oeste,4,1428.4,Eletrônicos,5713.6
2024-09-15,V-09-429737,Mouse Óptico,Sul,7,970.85,Periféricos,6795.95
2024-09-24,V-09-975765,Monitor 4K,Sudeste,7,1190.87,Eletrônicos,8336.09
2024-09-05,V-09-480374,Monitor 4K,Nordeste,5,151.47,Eletrônicos,757.35
2024-09-23,V-09-758282,Fones Bluetooth,Sudeste,5,101.25,Acessórios,506.25
2024-09-18,V-09-204835,Teclado Mecânico,Nordeste,6,1351.93,Periféricos,8111.58
2024-09-05,V-09-788798,Mouse Óptico,Sul,1,2268.89,Periféricos,2268.89
2024-09-30,V-09-912978,Fones Bluetooth,Sudeste,6,1087.05,Acessórios,6522.3
2024-09-21,V-09-503037,Laptop X1,Sudeste,3,2472.73,Eletrônicos,7418.19
2024-09-30,V-09-382052,Teclado Mecânico,Norte,9,2657.13,Periféricos,23914.17
2024-09-05,V-09-754640,HD Externo 2TB,Nordeste,7,452.67,Acessórios,3168.69
2024-09-22,V-09-531351,Webcam HD,Sudeste,10,1758.69,Acessórios,17586.9
2024-09-02,V-09-177151,Laptop X1,Centro-Oeste,5,3286.52,Eletrônicos,16432.6
2024-09-13,V-09-531121,Monitor 4K,Sudeste,7,3102.32,Eletrônicos,21716.24
2024-09-30,V-09-674225,Laptop X1,Nordeste,6,47.51,Eletrônicos,285.06
2024-09-30,V-09-304396,Monitor 4K,Sul,8,562.05,Eletrônicos,4496.4
2024-09-07,V-09-186339,Teclado Mecânico,Sudeste,2,1027.54,Periféricos,2055.08
2024-09-02,V-09-451792,Teclado Mecânico,Sudeste,4,2233.02,Periféricos,8932.08
2024-09-02,V-09-822032,Monitor 4K,Sudeste,7,3314.4,Eletrônicos,23200.8
2024-09-15,V-09-866717,Fones Bluetooth,Sudeste,6,2455.39,Acessórios,14732.34
2024-09-22,V-09-394791,Laptop X1,Sudeste,2,576.77,Eletrônicos,1153.54
2024-09-29,V-09-991498,Fones Bluetooth,Nordeste,6,769.07,Acessórios,4614.42
2024-09-12,V-09-132368,Monitor 4K,Sudeste,8,2408.09,Eletrônicos,19264.72
2024-09-05,V-09-299252,Fones Bluetooth,Sudeste,5,2793.63,Acessórios,13968.15
2024-09-20,V-09-662248,Laptop X1,Sudeste,8,1793.76,Eletrônicos,14350.08
2024-09-22,V-09-687726,HD Externo 2TB,Nordeste,7,2146.63,Acessórios,15026.41
2024-09-13,V-09-436905,Monitor 4K,Sudeste,7,3147.69,Eletrônicos,22033.83
2024-09-27,V-09-346190,Mouse Óptico,Centro-Oeste,6,3253.18,Periféricos,19519.08
2024-09-22,V-09-245113,Teclado Mecânico,Sudeste,1,2165.42,Periféricos,2165.42
2024-09-12,V-09-811961,Teclado Mecânico,Sudeste,5,907.75,Periféricos,4538.75
2024-09-06,V-09-291306,Mouse Óptico,Centro-Oeste,2,1540.77,Periféricos,3081.54
2024-09-08,V-09-597342,Monitor 4K,Sudeste,2,1716.27,Eletrônicos,3432.54
2024-09-09,V-09-683967,Teclado Mecânico,Sul,3,3006.26,Periféricos,9018.78
2024-09-12,V-09-951980,Monitor 4K,Sudeste,7,2301.84,Eletrônicos,16112.88
2024-09-07,V-09-562729,Fones Bluetooth,Nordeste,9,948.0,Acessórios,8532.0
2024-09-07,V-09-752223,Monitor 4K,Norte,9,1456.43,Eletrônicos,13107.87
2024-09-21,V-09-941470,Laptop X1,Sul,6,2095.89,Eletrônicos,12575.34
2024-09-07,V-09-229963,Monitor 4K,Sudeste,9,1843.57,Eletrônicos,16592.13
2024-09-01,V-09-458887,Laptop X1,Sul,8,3430.99,Eletrônicos,27447.92
2024-09-08,V-09-570291,Laptop X1,Nordeste,8,2908.13,Eletrônicos,23265.04
2024-09-12,V-09-878609,Webcam HD,Sudeste,4,302.95,Acessórios,1211.8
2024-09-09,V-09-124004,Monitor 4K,Sudeste,8,672.51,Eletrônicos,5380.08
2024-09-18,V-09-948361,Fones Bluetooth,Nordeste,6,2132.39,Acessórios,12794.34
2024-09-03,V-09-914030,Fones Bluetooth,Centro-Oeste,9,981.64,Acessórios,8834.76
2024-09-30,V-09-789350,Monitor 4K,Centro-Oeste,5,3463.29,Eletrônicos,17316.45
2024-09-12,V-09-337644,Laptop X1,Sudeste,3,2866.62,Eletrônicos,8599.86
2024-09-30,V-09-252104,Laptop X1,Sudeste,8,1956.66,Eletrônicos,15653.28
2024-09-08,V-09-990035,Laptop X1,Sudeste,3,392.6,Eletrônicos,1177.8
2024-09-01,V-09-400621,Fones Bluetooth,Nordeste,6,2742.31,Acessórios,16453.86
2024-09-04,V-09-793703,Mouse Óptico,Norte,9,2945.28,Periféricos,26507.52
2024-09-18,V-09-411904,Mouse Óptico,Sudeste,7,2755.82,Periféricos,19290.74
2024-09-02,V-09-711141,HD Externo 2TB,Sudeste,7,487.15,Acessórios,3410.05
2024-09-05,V-09-514896,Fones Bluetooth,Sul,6,1456.2,Acessórios,8737.2
2024-09-28,V-09-456289,Mouse Óptico,Sudeste,2,1115.25,Periféricos,2230.5
2024-09-28,V-09-844017,Teclado Mecânico,Sul,5,3135.32,Periféricos,15676.6
2024-09-05,V-09-574726,Laptop X1,Centro-Oeste,5,3389.52,Eletrônicos,16947.6
2024-09-26,V-09-634416,Teclado Mecânico,Sudeste,6,1529.98,Periféricos,9179.88
2024-09-16,V-09-225866,Fones Bluetooth,Centro-Oeste,3,2574.49,Acessórios,7723.47
2024-09-05,V-09-194573,Fones Bluetooth,Nordeste,9,1014.48,Acessórios,9130.32
2024-09-15,V-09-225272,Teclado Mecânico,Sudeste,2,2326.01,Periféricos,4652.02
2024-09-26,V-09-639321,Monitor 4K,Norte,3,3491.62,Eletrônicos,10474.86
2024-09-08,V-09-117274,Mouse Óptico,Sul,2,254.93,Periféricos,509.86
2024-09-01,V-09-673146,Fones Bluetooth,Sudeste,1,61.88,Acessórios,61.88
2024-09-08,V-09-972575,HD Externo 2TB,Sudeste,5,431.94,Acessórios,2159.7
2024-09-26,V-09-620757,HD Externo 2TB,Nordeste,9,310.13,Acessórios,2791.17
2024-09-29,V-09-812477,Webcam HD,Sudeste,5,2830.65,Acessórios,14153.25
2024-09-17,V-09-511466,Laptop X1,Sul,5,1862.1,Eletrônicos,9310.5
2024-09-02,V-09-242532,Webcam HD,Norte,10,1110.9,Acessórios,11109.0
2024-09-12,V-09-951486,Webcam HD,Centro-Oeste,8,351.57,Acessórios,2812.56
2024-09-11,V-09-213260,Laptop X1,Centro-Oeste,8,2216.87,Eletrônicos,17734.96
2024-09-28,V-09-428229,Teclado Mecânico,Sul,8,1854.4,Periféricos,14835.2
2024-09-01,V-09-755373,Teclado Mecânico,Centro-Oeste,8,210.19,Periféricos,1681.52
2024-09-30,V-09-409828,Fones Bluetooth,Sudeste,6,1877.23,Acessórios,11263.38
2024-09-16,V-09-642148,Mouse Óptico,Sudeste,5,2896.33,Periféricos,14481.65
2024-09-04,V-09-433763,Mouse Óptico,Centro-Oeste,3,3429.69,Periféricos,10289.07
2024-09-16,V-09-753323,Fones Bluetooth,Norte,7,3152.17,Acessórios,22065.19
2024-09-10,V-09-514225,Laptop X1,Sudeste,7,591.87,Eletrônicos,4143.09
2024-09-29,V-09-617251,Teclado Mecânico,Sudeste,3,3412.88,Periféricos,10238.64
2024-09-28,V-09-139436,Mouse Óptico,Sudeste,3,1163.37,Periféricos,3490.11
2024-09-08,V-09-109115,Monitor 4K,Sudeste,4,263.83,Eletrônicos,1055.32
2024-09-15,V-09-879605,Mouse Óptico,Sudeste,6,3249.61,Periféricos,19497.66
2024-09-04,V-09-179278,Monitor 4K,Centro-Oeste,6,1243.51,Eletrônicos,7461.06
2024-09-12,V-09-763639,Monitor 4K,Centro-Oeste,2,857.25,Eletrônicos,1714.5
2024-09-13,V-09-424867,Webcam HD,Sul,5,521.98,Acessórios,2609.9
2024-09-27,V-09-273361,Monitor 4K,Sudeste,1,3301.85,Eletrônicos,3301.85
2024-09-28,V-09-437984,Monitor 4K,Nordeste,10,1169.7,Eletrônicos,11697.0
2024-09-24,V-09-341753,Mouse Óptico,Sul,3,134.07,Periféricos,402.21
2024-09-22,V-09-634746,Mouse Óptico,Sudeste,4,1062.55,Periféricos,4250.2
2024-09-07,V-09-125094,Laptop X1,Centro-Oeste,2,2752.91,Eletrônicos,5505.82
2024-09-22,V-09-884057,Webcam HD,Sudeste,7,798.99,Acessórios,5592.93
2024-09-01,V-09-254534,Laptop X1,Norte,7,339.08,Eletrônicos,2373.56
2024-09-23,V-09-216384,Laptop X1,Centro-Oeste,1,1314.29,Eletrônicos,1314.29
2024-09-28,V-09-667486,Laptop X1,Sul,2,1444.22,Eletrônicos,2888.44
