Data,ID_Transacao,Produto,Região,Quantidade,Preco_Unitario,Categoria,Receita_Total
2024-12-29,V-12-713815,Fones Bluetooth,Nordeste,3,1056.39,Acessórios,3169.17
2024-12-15,V-12-830269,Laptop X1,Centro-Oeste,2,2982.35,Eletrônicos,5964.7
2024-12-12,V-12-443151,Laptop X1,Sul,8,2810.5,Eletrônicos,22484.0
2024-12-20,V-12-574986,Mouse Óptico,Sul,10,2585.02,Periféricos,25850.2
2024-12-30,V-12-565891,Teclado Mecânico,Sudeste,3,1084.51,Periféricos,3253.53
2024-12-01,V-12-620747,Monitor 4K,Centro-Oeste,5,1550.62,Eletrônicos,7753.1
2024-12-26,V-12-982772,Webcam HD,Centro-Oeste,6,2030.1,Acessórios,12180.6
2024-12-05,V-12-124030,HD Externo 2TB,Sul,2,2476.45,Acessórios,4952.9
2024-12-27,V-12-955973,Teclado Mecânico,Sudeste,5,217.3,Periféricos,1086.5
2024-12-20,V-12-955071,Laptop X1,Sudeste,9,1614.02,Eletrônicos,14526.18
2024-12-16,V-12-207942,Mouse Óptico,Sul,7,559.74,Periféricos,3918.18
2024-12-19,V-12-244892,Monitor 4K,Norte,6,3407.38,Eletrônicos,20444.28
2024-12-27,V-12-211731,Mouse Óptico,Sul,9,3163.41,Periféricos,28470.69
2024-12-19,V-12-194180,Laptop X1,Sudeste,3,2591.83,Eletrônicos,7775.49
2024-12-09,V-12-224812,Laptop X1,Sudeste,6,2765.08,Eletrônicos,16590.48
2024-12-25,V-12-956643,Teclado Mecânico,Sudeste,4,2187.42,Periféricos,8749.68
2024-12-07,V-12-458794,Fones Bluetooth,Centro-Oeste,10,2608.38,Acessórios,26083.8
2024-12-30,V-12-214079,Fones Bluetooth,Sudeste,8,643.46,Acessórios,5147.68
2024-12-19,V-12-372982,Laptop X1,Sudeste,9,3477.67,Eletrônicos,31299.03
2024-12-14,V-12-500120,Fones Bluetooth,Centro-Oeste,9,2334.0,Acessórios,21006.0
2024-12-16,V-12-649390,Monitor 4K,Sul,8,835.43,Eletrônicos,6683.44
2024-12-30,V-12-641876,Laptop X1,Centro-Oeste,4,347.27,Eletrônicos,1389.08
2024-12-16,V-12-244250,Webcam HD,Sudeste,2,2045.93,Acessórios,4091.86
2024-12-08,V-12-356312,Laptop X1,Norte,9,359.1,Eletrônicos,3231.9
2024-12-08,V-12-780049,Laptop X1,Sul,6,324.87,Eletrônicos,1949.22
2024-12-10,V-12-815022,Fones Bluetooth,Nordeste,6,2738.18,Acessórios,16429.08
2024-12-27,V-12-817184,Webcam HD,Centro-Oeste,7,916.29,Acessórios,6414.03
2024-12-31,V-12-114866,Mouse Óptico,Sul,7,273.78,Periféricos,1916.46
2024-12-25,V-12-862556,Teclado Mecânico,Sudeste,6,3455.29,Periféricos,20731.74
2024-12-19,V-12-865605,Laptop X1,Sul,4,2159.4,Eletrônicos,8637.6
2024-12-07,V-12-652439,HD Externo 2TB,Centro-Oeste,7,3406.19,Acessórios,23843.33
2024-12-19,V-12-848506,Laptop X1,Sudeste,10,2962.35,Eletrônicos,29623.5
2024-12-31,V-12-824211,Laptop X1,Norte,6,2312.04,Eletrônicos,13872.24
2024-12-07,V-12-159757,Webcam HD,Sudeste,1,2704.83,Acessórios,2704.83
2024-12-01,V-12-428828,HD Externo 2TB,Centro-Oeste,3,49.09,Acessórios,147.27
2024-12-08,V-12-773914,Mouse Óptico,Sul,8,256.26,Periféricos,2050.08
2024-12-22,V-12-562199,Laptop X1,Nordeste,3,290.84,Eletrônicos,872.52
2024-12-28,V-12-467257,Fones Bluetooth,Nordeste,6,167.22,Acessórios,1003.32
2024-12-25,V-12-576899,Laptop X1,Sul,9,2961.74,Eletrônicos,26655.66
2024-12-16,V-12-912395,Teclado Mecânico,Centro-Oeste,10,2785.58,Periféricos,27855.8
2024-12-03,V-12-280774,Webcam HD,Sudeste,2,2996.87,Acessórios,5993.74
2024-12-04,V-12-712255,Monitor 4K,Sudeste,5,800.38,Eletrônicos,4001.9
2024-12-04,V-12-451045,Teclado Mecânico,Norte,6,2637.89,Periféricos,15827.34
2024-12-06,V-12-980052,Fones Bluetooth,Sudeste,2,3080.31,Acessórios,6160.62
2024-12-15,V-12-699482,Webcam HD,Sul,3,278.8,Acessórios,836.4
2024-12-04,V-12-801385,Laptop X1,Sudeste,7,151.29,Eletrônicos,1059.03
2024-12-12,V-12-541854,Teclado Mecânico,Centro-Oeste,6,388.2,Periféricos,2329.2
2024-12-20,V-12-189388,Laptop X1,Centro-Oeste,5,2896.49,Eletrônicos,14482.45
2024-12-27,V-12-673267,Laptop X1,Nordeste,1,1603.64,Eletrônicos,1603.64
2024-12-04,V-12-288195,Monitor 4K,Sudeste,8,2587.24,Eletrônicos,20697.92
2024-12-03,V-12-651928,Laptop X1,Nordeste,8,2055.82,Eletrônicos,16446.56
2024-12-15,V-12-467680,Monitor 4K,Nordeste,10,230.12,Eletrônicos,2301.2
2024-12-18,V-12-698067,Monitor 4K,Sudeste,9,431.7,Eletrônicos,3885.3
2024-12-20,V-12-175657,Teclado Mecânico,Sudeste,10,927.37,Periféricos,9273.7
2024-12-02,V-12-460500,Webcam HD,Sudeste,10,3007.1,Acessórios,30071.0
2024-12-14,V-12-352929,Fones Bluetooth,Centro-Oeste,4,112.91,Acessórios,451.64
2024-12-24,V-12-681688,Webcam HD,Sudeste,8,2502.34,Acessórios,20018.72
2024-12-13,V-12-935372,Laptop X1,Nordeste,9,2315.92,Eletrônicos,20843.28
2024-12-21,V-12-444873,Monitor 4K,Sul,10,1788.26,Eletrônicos,17882.6
2024-12-20,V-12-293660,Monitor 4K,Sudeste,7,3363.0,Eletrônicos,23541.0
2024-12-23,V-12-972386,Teclado Mecânico,Norte,9,2594.47,Periféricos,23350.23
2024-12-18,V-12-690511,Laptop X1,Centro-Oeste,9,2121.76,Eletrônicos,19095.84
2024-12-29,V-12-764907,Laptop X1,Sudeste,6,421.39,Eletrônicos,2528.34
2024-12-05,V-12-814690,Webcam HD,Sudeste,6,2015.21,Acessórios,12091.26
2024-12-31,V-12-440170,Monitor 4K,Nordeste,8,1086.61,Eletrônicos,8692.88
2024-12-27,V-12-414735,HD Externo 2TB,Sudeste,3,2039.79,Acessórios,6119.37
2024-12-08,V-12-563483,Laptop X1,Sudeste,3,3484.62,Eletrônicos,10453.86
2024-12-02,V-12-564915,Fones Bluetooth,Nordeste,5,1472.95,Acessórios,7364.75
2024-12-14,V-12-982946,Webcam HD,Sul,5,1261.08,Acessórios,6305.4
2024-12-09,V-12-927543,Mouse Óptico,Nordeste,4,623.18,Periféricos,2492.72
2024-12-09,V-12-554181,HD Externo 2TB,Sul,4,996.94,Acessórios,3987.76
2024-12-21,V-12-693998,Mouse Óptico,Nordeste,7,2775.58,Periféricos,19429.06
2024-12-02,V-12-759505,Monitor 4K,Sudeste,1,47.66,Eletrônicos,47.66
2024-12-30,V-12-578910,Mouse Óptico,Norte,4,1875.53,Periféricos,7502.12
2024-12-10,V-12-179794,HD Externo 2TB,Sudeste,5,2245.31,Acessórios,11226.55
2024-12-20,V-12-993781,Monitor 4K,Sul,8,2822.76,Eletrônicos,22582.08
2024-12-12,V-12-330976,Monitor 4K,Centro-Oeste,1,1442.65,Eletrônicos,1442.65
2024-12-09,V-12-982998,Laptop X1,Sudeste,7,2226.36,Eletrônicos,15584.52
2024-12-17,V-12-651954,HD Externo 2TB,Sul,5,1636.08,Acessórios,8180.4
2024-12-12,V-12-923745,HD Externo 2TB,Norte,10,259.23,Acessórios,2592.3
2024-12-11,V-12-374084,Monitor 4K,Centro-Oeste,4,2307.95,Eletrônicos,9231.8
2024-12-30,V-12-172906,Monitor 4K,Sudeste,5,2912.61,Eletrônicos,14563.05
2024-12-05,V-12-553759,HD Externo 2TB,Nordeste,1,492.89,Acessórios,492.89
2024-12-04,V-12-316543,Laptop X1,Sudeste,7,1791.51,Eletrônicos,12540.57
2024-12-04,V-12-872270,Laptop X1,Sul,7,936.67,Eletrônicos,6556.69
2024-12-09,V-12-328160,Laptop X1,Sul,8,1483.11,Eletrônicos,11864.88
2024-12-04,V-12-477890,HD Externo 2TB,Nordeste,9,245.06,Acessórios,2205.54
2024-12-07,V-12-857587,Monitor 4K,Nordeste,7,662.29,Eletrônicos,4636.03
2024-12-07,V-12-649979,Fones Bluetooth,Centro-Oeste,3,2646.51,Acessórios,7939.53
2024-12-29,V-12-819473,Teclado Mecânico,Sudeste,9,2191.96,Periféricos,19727.64
2024-12-18,V-12-254507,Mouse Óptico,Nordeste,6,1213.57,Periféricos,7281.42
2024-12-08,V-12-972018,Laptop X1,Nordeste,4,2182.73,Eletrônicos,8730.92
2024-12-01,V-12-560667,Laptop X1,Sudeste,1,1569.71,Eletrônicos,1569.71
2024-12-18,V-12-452493,Monitor 4K,Sul,3,2688.52,Eletrônicos,8065.56
2024-12-15,V-12-424906,Mouse Óptico,Sudeste,2,2926.1,Periféricos,5852.2
2024-12-18,V-12-470456,Mouse Óptico,Sul,1,1194.93,Periféricos,1194.93
2024-12-24,V-12-384437,Monitor 4K,Centro-Oeste,8,1984.3,Eletrônicos,15874.4
2024-12-08,V-12-960082,Monitor 4K,Nordeste,8,2832.09,Eletrônicos,22656.72
2024-12-13,V-12-729287,Fones Bluetooth,Sudeste,2,976.82,Acessórios,1953.64
2024-12-12,V-12-478815,Teclado Mecânico,Centro-Oeste,3,1654.79,Periféricos,4964.37
2024-12-03,V-12-794115,Teclado Mecânico,Sudeste,10,38.43,Periféricos,384.3
2024-12-04,V-12-797717,Laptop X1,Sudeste,6,2101.65,Eletrônicos,12609.9
2024-12-27,V-12-134415,Teclado Mecânico,Centro-Oeste,9,282.34,Periféricos,2541.06
2024-12-30,V-12-485742,Laptop X1,Sul,1,326.04,Eletrônicos,326.04
2024-12-02,V-12-106764,Laptop X1,Centro-Oeste,3,1327.69,Eletrônicos,3983.07
2024-12-21,V-12-185135,HD Externo 2TB,Sul,9,2569.81,Acessórios,23128.29
2024-12-22,V-12-133806,Teclado Mecânico,Sul,6,564.8,Periféricos,3388.8
2024-12-19,V-12-121294,Mouse Óptico,Centro-Oeste,10,2441.16,Periféricos,24411.6
2024-12-14,V-12-767770,Monitor 4K,Centro-Oeste,4,3075.73,Eletrônicos,12302.92
2024-12-03,V-12-291177,HD Externo 2TB,Sudeste,6,3477.79,Acessórios,20866.74
2024-12-14,V-12-266942,Mouse Óptico,Sudeste,5,2645.31,Periféricos,13226.55
2024-12-30,V-12-854565,Laptop X1,Nordeste,8,427.2,Eletrônicos,3417.6
2024-12-22,V-12-443285,Teclado Mecânico,Sudeste,8,595.14,Periféricos,4761.12
2024-12-10,V-12-620289,Webcam HD,Centro-Oeste,6,2762.2,Acessórios,16573.2
2024-12-23,V-12-647281,Webcam HD,Sul,3,871.35,Acessórios,2614.05
2024-12-10,V-12-498472,HD Externo 2TB,Norte,2,1206.83,Acessórios,2413.66
2024-12-02,V-12-528119,Webcam HD,Sudeste,1,2095.45,Acessórios,2095.45
2024-12-23,V-12-377217,Laptop X1,Sudeste,9,1770.34,Eletrônicos,15933.06
2024-12-12,V-12-849864,Webcam HD,Centro-Oeste,5,1675.5,Acessórios,8377.5
2024-12-14,V-12-340502,Laptop X1,Centro-Oeste,3,608.89,Eletrônicos,1826.67
2024-12-25,V-12-793897,Webcam HD,Sul,8,983.25,Acessórios,7866.0
2024-12-03,V-12-662708,Monitor 4K,Sudeste,3,2740.0,Eletrônicos,8220.0
2024-12-07,V-12-273205,Fones Bluetooth,Sudeste,4,1206.71,Acessórios,4826.84
2024-12-03,V-12-464378,Fones Bluetooth,Norte,8,780.91,Acessórios,6247.28
2024-12-31,V-12-659171,Fones Bluetooth,Sudeste,6,873.14,Acessórios,5238.84
2024-12-12,V-12-228163,Teclado Mecânico,Sudeste,2,1998.24,Periféricos,3996.48
2024-12-28,V-12-706529,Laptop X1,Sudeste,4,1550.99,Eletrônicos,6203.96
2024-12-25,V-12-501662,Monitor 4K,Nordeste,7,2566.56,Eletrônicos,17965.92
2024-12-02,V-12-409357,Mouse Óptico,Sudeste,3,175.7,Periféricos,527.1
2024-12-13,V-12-880532,HD Externo 2TB,Sudeste,6,2792.03,Acessórios,16752.18
2024-12-11,V-12-287804,Webcam HD,Sul,3,2463.52,Acessórios,7390.56
2024-12-07,V-12-433834,Webcam HD,Sul,1,1145.91,Acessórios,1145.91
2024-12-14,V-12-880264,Mouse Óptico,Nordeste,8,1012.69,Periféricos,8101.52
2024-12-28,V-12-931416,Monitor 4K,Nordeste,1,2059.2,Eletrônicos,2059.2
2024-12-31,V-12-594841,Mouse Óptico,Sul,5,2950.17,Periféricos,14750.85
2024-12-05,V-12-875076,Laptop X1,Centro-Oeste,9,2798.08,Eletrônicos,25182.72
2024-12-06,V-12-762703,Laptop X1,Sudeste,9,2239.26,Eletrônicos,20153.34
2024-12-03,V-12-608997,Fones Bluetooth,Sudeste,3,218.53,Acessórios,655.59
2024-12-12,V-12-609916,Mouse Óptico,Centro-Oeste,6,1032.96,Periféricos,6197.76
2024-12-20,V-12-956291,Mouse Óptico,Sudeste,10,2302.22,Periféricos,23022.2
2024-12-04,V-12-818338,HD Externo 2TB,Norte,3,2425.63,Acessórios,7276.89
2024-12-13,V-12-794543,Mouse Óptico,Sul,4,1812.09,Periféricos,7248.36
2024-12-13,V-12-313851,Teclado Mecânico,Sudeste,4,1730.43,Periféricos,6921.72
2024-12-24,V-12-939737,Laptop X1,Sudeste,7,864.07,Eletrônicos,6048.49
2024-12-10,V-12-561236,Laptop X1,Sudeste,2,640.26,Eletrônicos,1280.52
2024-12-28,V-12-315554,Laptop X1,Sudeste,10,84.77,Eletrônicos,847.7
2024-12-22,V-12-739542,Monitor 4K,Sul,9,3011.16,Eletrônicos,27100.44
2024-12-23,V-12-798391,Fones Bluetooth,Sudeste,6,106.28,Acessórios,637.68
2024-12-15,V-12-326304,Laptop X1,Sul,8,393.68,Eletrônicos,3149.44
2024-12-14,V-12-840161,HD Externo 2TB,Sudeste,2,1953.01,Acessórios,3906.02
2024-12-18,V-12-143186,Monitor 4K,Sudeste,5,2240.45,Eletrônicos,11202.25
2024-12-07,V-12-375684,Laptop X1,Sudeste,9,824.36,Eletrônicos,7419.24
2024-12-22,V-12-775928,Laptop X1,Norte,6,850.52,Eletrônicos,5103.12
2024-12-09,V-12-987313,Mouse Óptico,Nordeste,9,322.8,Periféricos,2905.2
2024-12-17,V-12-799347,Teclado Mecânico,Sudeste,5,3068.23,Periféricos,15341.15
2024-12-30,V-12-375996,Mouse Óptico,Norte,6,1099.5,Periféricos,6597.0
2024-12-01,V-12-527341,Teclado Mecânico,Centro-Oeste,8,1291.35,Periféricos,10330.8
2024-12-26,V-12-326358,Teclado Mecânico,Sudeste,3,3077.96,Periféricos,9233.88
2024-12-12,V-12-711823,Mouse Óptico,Sul,6,3150.94,Periféricos,18905.64
2024-12-15,V-12-985485,Webcam HD,Norte,10,3303.61,Acessórios,33036.1
2024-12-26,V-12-666142,Teclado Mecânico,Sudeste,2,1852.81,Periféricos,3705.62
2024-12-27,V-12-273395,Teclado Mecânico,Centro-Oeste,3,3426.27,Periféricos,10278.81
2024-12-05,V-12-144429,Mouse Óptico,Centro-Oeste,10,1098.74,Periféricos,10987.4
2024-12-07,V-12-242815,Laptop X1,Nordeste,1,2396.75,Eletrônicos,2396.75
2024-12-15,V-12-995754,Monitor 4K,Sul,5,546.86,Eletrônicos,2734.3
2024-12-02,V-12-783228,Teclado Mecânico,Nordeste,8,303.07,Periféricos,2424.56
2024-12-09,V-12-498559,Teclado Mecânico,Sul,1,1336.37,Periféricos,1336.37
2024-12-05,V-12-277531,Monitor 4K,Sudeste,9,291.11,Eletrônicos,2619.99
2024-12-15,V-12-987411,Fones Bluetooth,Sudeste,9,2699.1,Acessórios,24291.9
2024-12-22,V-12-825440,HD Externo 2TB,Sudeste,5,3463.04,Acessórios,17315.2
2024-12-02,V-12-529616,HD Externo 2TB,Norte,10,1376.71,Acessórios,13767.1
2024-12-26,V-12-117560,Laptop X1,Centro-Oeste,9,554.49,Eletrônicos,4990.41
2024-12-14,V-12-345575,Laptop X1,Sudeste,10,2108.44,Eletrônicos,21084.4
2024-12-15,V-12-519516,Webcam HD,Centro-Oeste,7,1647.81,Acessórios,11534.67
2024-12-06,V-12-578601,Teclado Mecânico,Sudeste,8,3488.8,Periféricos,27910.4
2024-12-28,V-12-916001,Fones Bluetooth,Sudeste,8,2423.75,Acessórios,19390.0
2024-12-12,V-12-412051,Laptop X1,Sudeste,6,3228.32,Eletrônicos,19369.92
2024-12-21,V-12-298972,Laptop X1,Sudeste,4,1270.38,Eletrônicos,5081.52
2024-12-26,V-12-188329,Teclado Mecânico,Sul,10,2801.83,Periféricos,28018.3
2024-12-15,V-12-406308,HD Externo 2TB,Centro-Oeste,3,758.65,Acessórios,2275.95
2024-12-16,V-12-564637,HD Externo 2TB,Nordeste,1,1631.12,Acessórios,1631.12
2024-12-21,V-12-618476,Laptop X1,Sul,2,1775.25,Eletrônicos,3550.5
2024-12-05,V-12-310169,Monitor 4K,Sudeste,3,374.21,Eletrônicos,1122.63
2024-12-07,V-12-616344,Mouse Óptico,Sul,8,2216.84,Periféricos,17734.72
2024-12-23,V-12-368465,Mouse Óptico,Sudeste,9,3068.77,Periféricos,27618.93
2024-12-05,V-12-765797,Laptop X1,Nordeste,4,76.16,Eletrônicos,304.64
2024-12-29,V-12-898091,Teclado Mecânico,Sudeste,4,702.45,Periféricos,2809.8
2024-12-05,V-12-596456,Fones Bluetooth,Sudeste,6,3149.25,Acessórios,18895.5
2024-12-06,V-12-621767,Laptop X1,Nordeste,7,1328.25,Eletrônicos,9297.75
2024-12-08,V-12-227742,Webcam HD,Sudeste,4,790.01,Acessórios,3160.04
2024-12-29,V-12-402872,Laptop X1,Sudeste,7,1553.01,Eletrônicos,10871.07
2024-12-26,V-12-485149,Mouse Óptico,Sul,7,956.64,Periféricos,6696.48
2024-12-30,V-12-298154,Teclado Mecânico,Norte,7,3479.38,Periféricos,24355.66
2024-12-01,V-12-107039,Laptop X1,Sudeste,7,789.58,Eletrônicos,5527.06
2024-12-23,V-12-726841,Laptop X1,Nordeste,5,3126.77,Eletrônicos,15633.85
2024-12-10,V-12-641512,Teclado Mecânico,Nordeste,5,2469.85,Periféricos,12349.25
2024-12-12,V-12-726361,Laptop X1,Centro-Oeste,9,2154.25,Eletrônicos,19388.25
2024-12-13,V-12-736466,Webcam HD,Nordeste,4,3046.27,Acessórios,12185.08
2024-12-20,V-12-862543,Laptop X1,Sudeste,7,3423.52,Eletrônicos,23964.64
2024-12-28,V-12-355030,Mouse Óptico,Sudeste,9,1164.36,Periféricos,10479.24
2024-12-14,V-12-875006,Teclado Mecânico,Sudeste,2,2201.35,Periféricos,4402.7
2024-12-26,V-12-111276,Mouse Óptico,Sudeste,9,3249.58,Periféricos,29246.22
2024-12-29,V-12-144578,Teclado Mecânico,Sul,5,351.0,Periféricos,1755.0
2024-12-12,V-12-971767,Fones Bluetooth,Nordeste,9,2968.53,Acessórios,26716.77
2024-12-28,V-12-426328,Monitor 4K,Sul,3,1338.57,Eletrônicos,4015.71
2024-12-12,V-12-665495,Fones Bluetooth,Norte,5,3372.25,Acessórios,16861.25
2024-12-29,V-12-635808,Mouse Óptico,Norte,3,1436.4,Periféricos,4309.2
